1-16-1	13-16-1
2-20-66	8-20-66
2-20-70	8-20-70
2-20-76	14-20-76
2-20-76	8-20-76
2-20-84	44-20-84
2-21-10	8-21-10
2-21-17	32-21-17
2-21-17	8-21-17
2-21-34	8-21-34
2-21-38	8-21-38
2-21-42	44-21-42
2-21-46	14-21-46
2-21-49	14-21-49
2-21-59	8-21-59
2-21-62	14-21-62
2-21-65	8-21-65
2-21-68	14-21-68
2-21-68	8-21-68
2-21-77	8-21-77
2-21-80	14-21-80
2-22-13	20-22-13
2-22-31	14-22-31
2-22-37	14-22-37
2-22-50	14-22-50
2-22-52	14-22-52
2-22-68	95-101-105
2-22-68	95-101-134
2-22-8	14-22-8
2-22-81	8-22-81
2-23-18	32-23-18
2-23-36	44-23-36
2-23-79	20-23-79
2-23-9	14-23-9
2-24-17	20-24-17
2-24-35	14-24-35
2-24-49	8-24-49
2-24-80	14-24-80
2-24-85	20-24-85
2-24-86	14-24-86
2-24-92	8-24-92
2-25-22	14-25-22
2-25-30	20-25-30
2-25-53	8-25-53
2-25-60	14-25-60
2-25-60	8-25-60
2-25-88	8-25-88
2-26-19	14-26-19
2-26-19	44-26-19
2-26-53	44-26-53
2-26-59	20-26-59
2-26-59	44-26-59
2-26-6	14-26-6
2-26-78	14-26-78
2-27-2	14-27-2
2-27-2	44-27-2
2-27-2	8-27-2
2-27-28	20-27-28
2-27-32	3-37-17
2-27-32	9-37-17
2-27-64	44-27-64
2-27-89	14-27-89
2-27-93	26-27-93
2-27-93	8-27-93
2-27-94	14-27-94
2-28-19	14-28-19
2-28-20	14-28-20
2-28-41	14-28-41
2-28-44	14-28-44
2-28-56	14-28-56
2-28-90	14-28-90
2-29-13	8-29-13
2-29-16	8-29-16
2-29-66	14-29-66
2-29-71	8-29-71
2-29-78	8-29-78
2-29-80	8-29-80
2-29-83	14-29-83
2-3-11	8-3-11
2-3-16	44-3-16
2-3-28	14-3-28
2-3-31	44-3-31
2-3-43	2-3-89
2-3-60	14-3-60
2-30-13	14-30-13
2-30-19	8-30-19
2-30-24	20-30-24
2-30-31	14-30-31
2-30-60	14-30-60
2-30-70	8-30-70
2-31-13	14-31-13
2-31-16	8-31-16
2-31-60	8-31-60
2-31-72	44-31-72
2-31-86	14-31-86
2-31-90	44-31-90
2-32-20	14-32-20
2-32-20	26-32-20
2-32-29	14-32-29
2-32-33	32-32-33
2-32-53	8-32-53
2-32-54	8-32-54
2-32-57	14-32-57
2-32-62	8-32-62
2-32-7	8-32-7
2-33-17	14-33-17
2-33-24	20-33-24
2-33-32	8-33-32
2-33-38	44-33-38
2-33-56	8-33-56
2-33-84	14-33-84
2-33-87	20-33-87
2-33-87	44-33-87
2-33-93	20-33-93
2-34-11	8-34-11
2-34-34	14-34-34
2-34-55	8-34-55
2-35-19	44-35-19
2-35-19	8-35-19
2-35-21	8-35-21
2-35-23	8-35-23
2-35-25	44-35-25
2-35-25	8-35-25
2-35-26	8-35-26
2-35-31	44-35-31
2-35-32	8-35-32
2-35-36	32-35-36
2-35-37	44-35-37
2-35-37	8-35-37
2-35-48	20-35-48
2-35-48	8-35-48
2-35-57	44-35-57
2-35-57	8-35-57
2-35-70	8-35-70
2-35-72	8-35-72
2-37-15	8-37-15
2-37-22	8-37-22
2-37-25	8-37-25
2-37-26	8-37-26
2-37-29	8-37-29
2-38-34	8-38-34
2-38-44	14-38-44
2-38-44	8-38-44
2-38-49	8-38-49
2-38-51	32-38-51
2-38-72	8-38-72
2-38-80	14-38-80
2-39-17	14-39-17
2-39-39	14-39-39
2-39-70	20-39-70
2-4-25	20-4-25
2-4-33	8-4-33
2-4-39	14-4-39
2-4-51	20-4-51
2-4-56	8-4-56
2-4-59	8-4-59
2-40-83	14-40-83
2-41-15	14-41-15
2-41-20	8-41-20
2-41-27	14-41-27
2-41-64	20-41-64
2-41-81	8-41-81
2-42-55	14-42-55
2-42-66	8-42-66
2-42-75	14-42-75
2-43-34	8-43-34
2-43-35	8-43-35
2-43-76	8-43-76
2-43-8	8-43-8
2-44-14	8-44-14
2-44-18	8-44-18
2-44-21	14-44-21
2-44-21	44-44-21
2-44-3	8-44-3
2-44-33	8-44-33
2-44-58	8-44-58
2-44-66	8-44-66
2-44-91	14-44-91
2-45-11	8-45-11
2-45-29	14-45-29
2-45-41	8-45-41
2-45-56	14-42-55
2-45-56	8-45-56
2-45-57	8-45-57
2-45-58	8-45-58
2-45-66	26-45-66
2-45-67	44-45-67
2-45-68	8-45-68
2-45-7	8-45-7
2-45-88	8-45-88
2-45-89	8-45-89
2-46-16	8-46-16
2-46-30	8-46-30
2-46-33	14-46-33
2-46-33	8-46-33
2-46-34	8-46-34
2-46-35	8-46-35
2-46-44	8-46-44
2-46-54	14-46-54
2-46-61	14-46-61
2-46-66	8-46-66
2-46-70	14-46-70
2-46-70	8-46-70
2-46-82	14-46-82
2-47-2	8-47-2
2-47-25	8-47-25
2-47-4	44-47-4
2-47-51	20-47-51
2-47-6	44-47-6
2-47-6	8-47-6
2-47-61	8-47-61
2-47-65	8-47-65
2-47-75	8-47-75
2-47-93	8-47-93
2-48-77	14-48-77
2-48-9	8-48-9
2-49-48	8-49-48
2-49-85	20-49-85
2-49-85	26-49-85
2-49-85	44-49-85
2-5-18	44-5-18
2-5-25	44-5-25
2-5-46	8-5-46
2-5-47	20-5-47
2-5-5	20-5-5
2-5-55	14-5-55
2-5-58	8-5-58
2-5-64	14-5-64
2-5-64	8-5-64
2-5-73	8-5-73
2-5-74	8-5-74
2-5-87	14-5-87
2-5-87	8-5-87
2-5-91	14-5-91
2-5-91	8-5-91
2-5-94	14-5-94
2-50-26	44-50-26
2-50-50	8-50-50
2-50-61	14-50-61
2-50-70	8-50-70
2-51-28	8-51-28
2-51-3	8-51-3
2-51-42	14-51-42
2-51-46	14-51-46
2-51-54	8-51-54
2-52-38	8-52-38
2-52-4	8-52-4
2-52-47	8-52-47
2-52-50	14-52-50
2-52-50	20-52-50
2-52-71	8-52-71
2-53-33	44-53-33
2-53-36	32-53-36
2-53-57	14-53-57
2-54-24	44-54-24
2-55-62	8-55-62
2-55-63	8-55-63
2-55-64	14-55-64
2-56-11	8-56-11
2-56-13	8-56-13
2-56-22	8-56-22
2-56-33	14-56-33
2-56-40	14-56-40
2-56-44	14-56-44
2-58-32	14-58-32
2-58-39	8-58-39
2-58-47	8-58-47
2-58-88	14-58-88
2-58-88	20-58-88
2-58-89	8-58-89
2-59-1	8-59-1
2-59-13	14-59-13
2-59-47	14-59-47
2-59-61	8-59-61
2-59-71	8-59-71
2-59-78	14-59-78
2-59-83	8-59-83
2-6-13	8-6-13
2-6-14	14-6-14
2-6-18	8-6-18
2-6-22	20-6-22
2-6-39	8-6-39
2-6-43	14-6-43
2-6-57	8-6-57
2-6-6	8-6-6
2-6-91	14-6-91
2-60-25	8-60-25
2-60-26	44-60-26
2-60-26	8-60-26
2-60-32	8-60-32
2-60-33	8-60-33
2-60-5	32-60-5
2-60-8	8-60-8
2-61-64	20-61-64
2-61-75	20-61-75
2-61-75	8-61-75
2-61-77	14-61-77
2-61-86	14-61-86
2-62-27	20-62-27
2-62-39	20-62-39
2-62-90	8-62-90
2-63-16	14-63-16
2-63-39	14-63-39
2-63-40	8-63-40
2-63-51	2-63-62
2-63-51	8-63-62
2-63-56	44-63-56
2-63-62	8-63-62
2-63-73	44-63-73
2-63-79	14-63-79
2-63-79	8-63-79
2-64-11	8-64-11
2-64-18	8-64-18
2-64-2	44-64-2
2-64-23	8-64-23
2-64-26	8-64-26
2-64-42	14-64-42
2-64-64	14-64-64
2-64-84	38-64-84
2-64-84	44-64-84
2-65-40	14-65-40
2-65-43	14-65-43
2-65-6	20-65-6
2-66-2	8-66-2
2-66-26	8-66-26
2-66-31	20-66-31
2-66-47	14-66-47
2-66-48	20-66-48
2-66-63	14-66-63
2-66-82	8-66-82
2-66-84	8-66-84
2-67-12	8-67-12
2-67-3	8-67-3
2-67-60	20-67-60
2-67-73	14-67-73
2-67-86	44-67-86
2-68-50	20-68-50
2-68-58	8-68-58
2-68-64	8-68-64
2-68-65	8-68-65
2-68-84	14-68-84
2-69-11	20-69-11
2-69-32	8-69-32
2-69-56	8-69-56
2-69-68	44-69-68
2-69-69	44-69-69
2-69-74	8-69-74
2-69-87	8-69-87
2-7-22	8-7-22
2-7-39	8-7-39
2-7-47	14-7-47
2-7-63	8-7-63
2-70-11	8-70-11
2-70-2	20-70-2
2-70-2	8-70-2
2-70-53	8-70-53
2-71-71	14-71-71
2-71-85	3-16-18
2-71-85	44-71-85
2-71-85	45-16-18
2-71-85	8-71-85
2-71-85	9-16-18
2-72-10	14-72-10
2-72-10	20-72-10
2-72-46	14-72-46
2-72-47	14-72-47
2-72-48	20-72-48
2-72-48	32-72-48
2-72-74	8-72-74
2-73-16	14-73-16
2-73-30	8-73-30
2-73-47	8-73-47
2-73-60	44-73-60
2-73-60	8-73-60
2-73-63	44-73-63
2-74-28	8-74-28
2-74-30	8-74-30
2-74-36	8-74-36
2-74-8	8-74-8
2-74-92	2-77-23
2-74-92	26-74-92
2-75-41	38-75-41
2-75-5	14-75-5
2-75-51	14-76-30
2-75-51	2-76-30
2-75-86	8-75-86
2-75-92	8-75-92
2-76-30	14-76-30
2-76-36	14-76-36
2-76-38	14-76-38
2-76-38	44-76-38
2-76-56	8-76-56
2-76-6	14-76-6
2-76-7	14-76-7
2-77-15	8-77-15
2-77-21	8-77-21
2-77-39	8-77-39
2-77-52	8-77-52
2-78-16	8-78-16
2-78-34	44-78-34
2-78-54	8-78-54
2-78-56	8-78-56
2-78-57	8-78-57
2-78-72	8-78-72
2-78-73	8-78-73
2-78-75	20-78-75
2-79-21	14-79-21
2-79-35	14-79-35
2-79-35	44-79-35
2-79-86	14-79-86
2-8-44	14-8-44
2-8-44	26-8-44
2-8-44	38-8-44
2-8-44	44-8-44
2-8-65	8-8-65
2-8-71	20-8-71
2-8-71	44-8-71
2-8-72	8-8-72
2-80-14	8-80-14
2-80-16	8-80-16
2-80-2	8-80-2
2-80-21	8-80-21
2-80-25	8-80-25
2-80-34	14-80-34
2-80-34	8-80-34
2-80-37	8-80-37
2-80-42	8-80-42
2-80-43	20-80-43
2-80-43	8-80-43
2-80-48	8-80-48
2-80-50	8-80-50
2-80-65	8-80-65
2-80-66	14-80-66
2-80-66	8-80-66
2-80-69	8-80-69
2-80-71	8-80-71
2-80-72	8-80-72
2-80-74	8-80-74
2-80-77	20-80-77
2-81-16	8-81-16
2-81-20	8-81-20
2-81-25	8-81-25
2-81-36	14-81-36
2-81-36	32-81-36
2-81-36	8-81-36
2-81-4	8-81-4
2-81-45	8-81-45
2-81-58	14-81-58
2-81-58	20-81-58
2-81-58	44-81-58
2-81-59	8-81-59
2-81-65	8-81-65
2-81-66	14-81-66
2-81-66	20-81-66
2-81-71	8-81-71
2-81-84	8-81-84
2-81-88	8-81-88
2-81-93	8-81-93
2-82-10	8-82-10
2-82-17	8-82-17
2-82-22	8-82-22
2-82-28	8-82-28
2-82-30	8-82-30
2-82-39	8-82-39
2-82-40	8-82-40
2-82-48	8-82-48
2-82-49	8-82-49
2-82-51	8-82-51
2-82-61	44-82-61
2-82-61	8-82-61
2-82-62	8-82-62
2-82-63	8-82-63
2-82-69	44-82-69
2-82-7	14-82-7
2-82-73	8-82-73
2-82-75	8-82-75
2-82-77	26-82-77
2-82-81	8-82-81
2-82-82	8-82-82
2-82-85	8-82-85
2-82-89	8-82-89
2-82-9	8-82-9
2-83-1	8-83-1
2-83-13	8-83-13
2-83-28	8-83-28
2-83-41	8-83-41
2-83-46	8-83-46
2-83-49	8-83-49
2-83-50	8-83-50
2-83-56	8-83-56
2-83-57	8-83-57
2-83-61	14-83-61
2-83-61	44-83-61
2-83-61	8-83-61
2-83-64	8-83-64
2-83-77	8-83-77
2-83-8	14-83-8
2-83-8	20-83-8
2-83-8	32-83-8
2-83-8	44-83-8
2-83-84	14-83-84
2-83-84	8-83-84
2-83-90	20-83-90
2-84-14	14-84-14
2-84-14	8-84-14
2-84-17	14-84-17
2-84-17	20-84-17
2-84-17	8-84-17
2-84-19	14-84-19
2-84-48	14-84-48
2-84-49	14-84-49
2-84-5	8-84-5
2-84-51	14-84-51
2-84-82	8-84-82
2-85-17	8-85-17
2-85-82	8-85-82
2-85-9	20-85-9
2-85-92	20-85-92
2-86-3	26-86-3
2-86-53	8-86-53
2-86-60	8-86-60
2-86-63	14-86-63
2-86-9	8-86-9
2-87-25	8-87-25
2-87-31	8-87-31
2-87-72	14-87-72
2-88-10	20-88-10
2-88-21	26-88-21
2-88-36	14-88-36
2-88-53	8-88-53
2-88-67	14-88-67
2-88-78	8-88-78
2-88-93	26-88-93
2-89-33	8-89-33
2-89-46	44-89-46
2-89-49	8-89-49
2-89-57	44-89-57
2-89-75	44-89-75
2-89-80	26-89-80
2-89-85	8-89-85
2-9-37	20-9-37
2-9-49	8-9-49
2-9-72	14-9-72
2-9-80	8-9-80
2-9-88	8-9-88
2-90-54	8-90-54
2-90-55	8-90-55
2-90-80	2-90-82
2-91-25	26-91-25
2-91-65	14-91-65
2-91-70	8-91-70
2-91-77	8-91-77
2-91-86	8-91-86
2-91-87	8-91-87
2-92-14	14-92-14
2-92-40	14-92-40
2-92-77	14-92-77
2-93-4	14-93-4
2-93-4	20-93-4
2-93-63	20-93-63
2-93-74	44-93-74
2-94-12	32-94-12
2-94-19	14-94-19
2-94-58	20-94-58
2-94-65	8-94-65
2-94-67	14-94-67
3-10-15	9-10-15
3-10-20	21-10-20
3-10-20	9-10-20
3-10-24	15-10-24
3-10-26	21-10-26
3-10-4	15-10-4
3-10-42	15-10-42
3-10-43	15-10-43
3-10-58	15-10-58
3-10-65	15-10-65
3-10-68	15-10-68
3-10-71	15-10-71
3-10-77	21-10-77
3-10-83	15-10-83
3-11-16	15-11-16
3-11-22	15-11-22
3-11-26	15-11-26
3-11-40	45-11-40
3-11-44	15-11-44
3-11-50	15-11-50
3-11-52	15-11-52
3-11-53	15-11-53
3-11-53	9-11-53
3-11-54	15-11-54
3-11-55	15-11-55
3-11-58	15-11-58
3-11-60	15-11-60
3-11-64	15-11-64
3-11-67	21-11-67
3-11-68	15-11-68
3-11-69	15-11-69
3-11-70	15-11-70
3-11-71	15-11-71
3-11-72	15-11-72
3-11-73	15-11-73
3-11-78	15-11-78
3-11-78	9-11-78
3-11-80	15-11-80
3-11-82	15-11-82
3-11-91	15-11-91
3-11-94	9-11-94
3-12-28	15-12-28
3-12-28	45-12-28
3-12-39	15-12-39
3-12-44	9-12-44
3-12-45	9-12-45
3-12-47	15-12-47
3-12-49	15-12-49
3-12-53	9-12-53
3-12-55	15-12-55
3-12-57	15-12-57
3-12-59	15-12-59
3-12-60	15-12-60
3-12-61	9-12-61
3-12-65	9-12-65
3-12-66	9-12-66
3-12-68	9-12-68
3-12-69	15-12-69
3-12-7	15-12-7
3-12-70	15-12-70
3-12-8	15-12-8
3-12-89	15-12-89
3-12-90	21-12-90
3-13-10	15-13-10
3-13-27	15-13-27
3-13-33	15-13-33
3-13-36	15-13-36
3-13-36	21-13-36
3-13-36	27-13-36
3-13-37	15-13-37
3-13-44	15-13-44
3-13-49	9-13-49
3-13-50	15-13-50
3-13-53	15-13-53
3-13-57	15-13-57
3-13-65	15-13-65
3-13-7	15-13-7
3-13-89	15-13-89
3-13-94	15-13-94
3-14-10	15-14-10
3-14-25	15-14-25
3-14-47	15-14-47
3-14-5	15-14-5
3-14-57	15-14-57
3-14-60	15-14-60
3-14-73	9-14-73
3-15-11	21-15-11
3-15-15	9-15-15
3-15-19	15-15-19
3-15-2	15-15-2
3-15-22	9-15-22
3-15-3	15-15-3
3-15-34	15-15-34
3-15-40	15-15-40
3-15-48	15-15-48
3-15-61	15-15-61
3-15-62	15-15-62
3-15-64	9-15-64
3-15-65	15-15-65
3-15-76	15-15-76
3-15-82	9-15-82
3-15-83	45-15-83
3-15-90	45-15-90
3-15-92	15-15-92
3-16-12	15-16-12
3-16-13	9-16-13
3-16-18	45-16-18
3-16-18	9-16-18
3-16-26	15-16-26
3-16-28	9-16-28
3-16-34	9-16-34
3-16-43	15-16-43
3-16-44	15-16-44
3-16-48	15-16-48
3-16-50	15-16-50
3-16-65	15-16-65
3-16-70	9-16-70
3-16-76	15-16-76
3-16-77	15-16-77
3-16-79	9-16-79
3-16-80	15-16-80
3-16-84	15-16-84
3-16-86	9-16-86
3-16-9	15-16-9
3-16-93	9-16-93
3-17-11	15-17-11
3-17-11	33-17-11
3-17-11	9-17-11
3-17-16	15-17-16
3-17-18	9-17-18
3-17-19	15-17-19
3-17-21	15-17-21
3-17-24	15-17-24
3-17-28	15-17-28
3-17-30	15-17-30
3-17-34	15-17-34
3-17-35	15-17-35
3-17-35	3-17-62
3-17-42	15-17-42
3-17-43	15-17-43
3-17-48	15-17-48
3-17-58	15-17-58
3-17-59	15-17-59
3-17-6	15-17-6
3-17-61	15-17-61
3-17-64	15-17-64
3-17-64	9-17-64
3-17-65	15-17-65
3-17-66	15-17-66
3-17-77	15-17-77
3-17-79	15-17-79
3-17-88	15-17-88
3-17-93	15-17-93
3-17-93	9-17-93
3-18-10	9-18-10
3-18-11	15-18-11
3-18-11	9-18-11
3-18-14	15-18-14
3-18-16	15-18-16
3-18-16	9-18-16
3-18-22	15-18-22
3-18-23	15-18-23
3-18-23	9-18-23
3-18-24	9-18-24
3-18-25	15-18-25
3-18-27	9-18-27
3-18-28	15-18-28
3-18-28	9-18-28
3-18-29	15-18-29
3-18-31	15-18-31
3-18-33	15-18-33
3-18-36	15-18-36
3-18-43	15-18-43
3-18-47	9-18-47
3-18-48	9-18-48
3-18-49	15-18-49
3-18-54	9-18-54
3-18-60	15-18-60
3-18-61	9-18-61
3-18-62	9-18-62
3-18-65	21-18-65
3-18-72	15-18-72
3-18-78	15-18-78
3-18-79	15-18-79
3-18-81	9-18-81
3-18-84	9-18-84
3-18-90	15-18-90
3-18-94	9-18-94
3-19-12	9-19-12
3-19-15	15-19-15
3-19-20	15-19-20
3-19-21	15-19-21
3-19-22	9-19-22
3-19-24	9-19-24
3-19-27	15-19-27
3-19-27	9-19-27
3-19-29	15-19-29
3-19-32	9-19-32
3-19-36	15-19-36
3-19-36	9-19-36
3-19-37	9-19-37
3-19-40	9-19-40
3-19-44	15-19-44
3-19-44	9-19-44
3-19-46	9-19-46
3-19-5	15-19-5
3-19-5	9-19-5
3-19-53	15-19-53
3-19-55	15-19-55
3-19-55	9-19-55
3-19-56	15-19-56
3-19-57	15-19-57
3-19-57	45-19-57
3-19-57	9-19-57
3-19-6	15-19-6
3-19-61	9-19-61
3-19-62	15-19-62
3-19-66	9-19-66
3-19-67	15-19-67
3-19-67	45-19-67
3-19-68	15-19-68
3-19-7	15-19-7
3-19-72	15-19-72
3-19-72	9-19-72
3-19-8	15-19-8
3-19-83	9-19-83
3-19-87	15-19-87
3-19-87	27-19-87
3-19-90	9-19-90
3-19-93	15-19-93
3-19-93	21-19-93
3-19-93	9-19-93
3-2-10	15-2-10
3-2-10	45-2-10
3-2-14	15-2-14
3-2-33	9-2-33
3-2-39	15-2-39
3-2-48	15-2-48
3-2-66	15-2-66
3-2-79	15-2-79
3-2-80	15-2-80
3-2-81	15-2-81
3-2-82	9-2-82
3-2-88	15-2-88
3-2-9	15-2-9
3-20-11	15-20-11
3-20-16	9-20-16
3-20-2	39-20-2
3-20-24	9-20-24
3-20-31	15-20-31
3-20-36	15-20-36
3-20-4	15-20-4
3-20-45	21-20-45
3-20-45	9-20-45
3-20-50	15-20-50
3-20-52	27-20-52
3-20-57	9-20-57
3-20-58	15-20-58
3-20-6	15-20-6
3-20-66	15-20-66
3-20-67	15-20-67
3-20-71	15-20-71
3-20-72	9-20-72
3-20-80	9-20-80
3-20-83	15-20-83
3-20-88	9-20-88
3-20-91	21-20-91
3-20-91	39-20-91
3-20-94	15-20-94
3-21-10	9-21-10
3-21-11	15-21-11
3-21-13	9-21-13
3-21-14	15-21-14
3-21-20	15-21-20
3-21-23	9-21-23
3-21-25	39-21-25
3-21-25	9-21-25
3-21-26	15-21-26
3-21-29	15-21-29
3-21-3	15-21-3
3-21-3	9-21-3
3-21-32	15-21-32
3-21-34	15-21-34
3-21-35	15-21-35
3-21-38	15-21-38
3-21-4	15-21-4
3-21-4	9-21-4
3-21-45	15-21-45
3-21-50	15-21-50
3-21-52	27-21-52
3-21-53	27-21-53
3-21-56	15-21-56
3-21-58	15-21-58
3-21-59	15-21-59
3-21-64	15-21-64
3-21-66	15-21-66
3-21-68	15-21-68
3-21-74	15-21-74
3-21-77	15-21-77
3-21-80	15-21-80
3-21-84	9-21-84
3-21-86	15-21-86
3-21-87	15-21-87
3-21-90	15-21-90
3-21-90	21-21-90
3-21-91	15-21-91
3-22-10	15-22-10
3-22-11	15-22-11
3-22-20	15-22-20
3-22-25	15-22-25
3-22-26	15-22-26
3-22-27	9-22-27
3-22-36	15-22-36
3-22-46	15-22-46
3-22-46	9-22-46
3-22-49	15-22-49
3-22-49	9-22-49
3-22-52	15-22-52
3-22-63	9-22-63
3-22-74	9-22-74
3-22-75	9-22-75
3-22-76	9-22-76
3-22-79	3-63-89
3-22-79	39-22-79
3-22-80	15-22-80
3-22-80	9-22-80
3-22-82	15-22-82
3-22-83	9-22-83
3-22-84	9-22-84
3-22-9	15-22-9
3-22-92	15-22-92
3-22-92	9-22-92
3-22-94	9-22-94
3-23-11	9-23-11
3-23-15	15-23-15
3-23-22	15-23-22
3-23-26	15-23-26
3-23-26	9-23-26
3-23-29	9-23-29
3-23-31	15-23-31
3-23-33	15-23-33
3-23-36	15-23-36
3-23-5	9-23-5
3-23-51	15-23-51
3-23-55	15-23-55
3-23-57	15-23-57
3-23-6	15-23-6
3-23-6	9-23-6
3-23-61	15-23-61
3-23-72	15-23-72
3-23-73	15-23-73
3-23-75	15-23-75
3-23-75	21-23-75
3-23-77	15-23-77
3-23-9	9-23-9
3-24-19	15-24-19
3-24-40	15-24-40
3-24-41	15-24-41
3-24-43	15-24-43
3-24-57	15-24-57
3-24-62	15-24-62
3-24-69	15-24-69
3-24-70	15-24-70
3-24-70	9-24-70
3-24-79	15-24-79
3-24-79	45-24-79
3-25-13	15-25-13
3-25-2	27-25-2
3-25-33	15-25-33
3-25-44	15-25-44
3-25-49	15-25-49
3-25-52	33-25-52
3-25-60	15-25-60
3-25-62	15-25-62
3-25-67	15-25-67
3-25-67	21-25-67
3-25-71	15-25-71
3-25-82	15-25-82
3-25-87	15-25-87
3-25-9	15-25-9
3-26-1	15-26-1
3-26-14	9-26-14
3-26-16	15-26-16
3-26-22	15-26-22
3-26-32	9-26-32
3-26-37	15-26-37
3-26-38	21-26-38
3-26-38	9-26-38
3-26-39	15-26-39
3-26-42	15-26-42
3-26-44	15-26-44
3-26-45	15-26-45
3-26-46	15-26-46
3-26-55	27-26-55
3-26-55	9-26-55
3-26-58	9-26-58
3-26-60	15-26-60
3-26-62	15-26-62
3-26-62	9-26-62
3-26-63	9-26-63
3-26-64	9-26-64
3-26-65	15-26-65
3-26-67	9-26-67
3-26-71	15-26-71
3-26-75	9-26-75
3-26-80	15-26-80
3-26-80	9-26-80
3-27-14	15-27-14
3-27-15	15-27-15
3-27-16	15-27-16
3-27-17	15-27-17
3-27-17	39-27-17
3-27-21	15-27-21
3-27-22	15-27-22
3-27-23	15-27-23
3-27-25	15-27-25
3-27-30	9-27-30
3-27-31	15-27-31
3-27-31	9-27-31
3-27-34	9-27-34
3-27-38	15-27-38
3-27-39	9-27-39
3-27-40	15-27-40
3-27-41	15-27-41
3-27-42	15-27-42
3-27-47	15-27-47
3-27-47	9-27-47
3-27-54	15-27-54
3-27-55	9-27-55
3-27-57	15-27-57
3-27-57	9-27-57
3-27-58	9-27-58
3-27-59	9-27-59
3-27-67	15-27-67
3-27-68	15-27-68
3-27-68	21-27-68
3-27-68	9-27-68
3-27-75	15-27-75
3-27-75	9-27-75
3-27-77	15-27-77
3-27-77	9-27-77
3-27-80	15-27-80
3-27-84	15-27-84
3-27-88	15-27-88
3-27-90	9-27-90
3-27-91	15-27-91
3-28-10	15-28-10
3-28-13	15-28-13
3-28-13	9-28-13
3-28-16	9-28-16
3-28-18	15-28-18
3-28-19	15-28-19
3-28-29	15-28-29
3-28-41	15-28-41
3-28-44	15-28-44
3-28-46	15-28-46
3-28-49	15-28-49
3-28-5	15-28-5
3-28-55	9-28-55
3-28-57	15-28-57
3-28-58	9-28-58
3-28-59	15-28-59
3-28-6	15-28-6
3-28-62	15-28-62
3-28-76	15-28-76
3-28-76	45-28-76
3-28-76	9-28-76
3-28-93	15-28-93
3-29-16	15-29-16
3-29-21	15-29-21
3-29-23	15-29-23
3-29-26	15-29-26
3-29-30	15-29-30
3-29-37	15-29-37
3-29-40	15-29-40
3-29-41	15-29-41
3-29-42	15-29-42
3-29-46	9-29-46
3-29-50	15-29-50
3-29-57	15-29-57
3-29-61	15-29-61
3-29-74	15-29-74
3-29-91	15-29-91
3-3-1	15-3-1
3-3-14	15-3-14
3-3-26	15-3-26
3-3-27	15-3-27
3-3-27	21-3-27
3-3-28	9-3-28
3-3-29	9-3-29
3-3-35	15-3-35
3-3-39	15-3-39
3-3-49	15-3-49
3-3-53	15-3-53
3-3-62	15-3-62
3-3-7	15-3-7
3-3-71	15-3-71
3-3-72	15-3-72
3-3-82	15-3-82
3-3-85	15-3-85
3-3-85	9-3-85
3-3-91	15-3-91
3-30-23	15-30-23
3-30-24	15-30-24
3-30-27	15-30-27
3-30-29	15-30-29
3-30-39	15-30-39
3-30-42	15-30-42
3-30-51	15-30-51
3-30-56	15-30-56
3-30-6	15-30-6
3-30-83	15-30-83
3-30-85	15-30-85
3-30-88	15-30-88
3-30-93	15-30-93
3-31-1	15-31-1
3-31-13	15-31-13
3-31-14	15-31-14
3-31-18	15-31-18
3-31-29	15-31-29
3-31-3	9-31-3
3-31-4	15-31-4
3-31-41	15-31-41
3-31-42	15-31-42
3-31-44	9-31-44
3-31-50	15-31-50
3-31-53	15-31-53
3-31-53	21-31-53
3-31-58	9-31-58
3-31-6	15-31-6
3-31-60	9-31-60
3-31-72	15-31-72
3-31-73	15-31-73
3-31-81	15-31-81
3-31-83	15-31-83
3-31-90	15-31-90
3-31-93	15-31-93
3-32-1	9-32-1
3-32-11	9-32-11
3-32-12	15-32-12
3-32-12	9-32-12
3-32-15	15-32-15
3-32-17	9-32-17
3-32-27	15-32-27
3-32-29	15-32-29
3-32-30	15-32-30
3-32-32	15-32-32
3-32-32	9-32-32
3-32-33	15-32-33
3-32-33	9-32-33
3-32-43	15-32-43
3-32-45	15-32-45
3-32-5	15-32-5
3-32-51	15-32-51
3-32-58	15-32-58
3-32-75	15-32-75
3-32-77	15-32-77
3-32-86	15-32-86
3-32-91	15-32-91
3-32-93	15-32-93
3-33-11	15-33-11
3-33-12	15-33-12
3-33-13	15-33-13
3-33-15	15-33-15
3-33-18	15-33-18
3-33-28	15-33-28
3-33-31	15-33-31
3-33-33	15-33-33
3-33-34	15-33-34
3-33-34	39-33-34
3-33-34	9-33-34
3-33-36	15-33-36
3-33-4	15-33-4
3-33-44	15-33-44
3-33-45	15-33-45
3-33-46	15-33-46
3-33-50	15-33-50
3-33-51	15-33-51
3-33-54	21-33-54
3-33-55	15-33-55
3-33-56	15-33-56
3-33-58	15-33-58
3-33-60	9-33-60
3-33-61	9-33-61
3-33-63	15-33-63
3-33-65	9-33-65
3-33-66	9-33-66
3-33-67	9-33-67
3-33-68	9-33-68
3-33-70	15-33-70
3-33-70	21-33-70
3-33-74	9-33-74
3-33-75	9-33-75
3-33-89	9-33-89
3-33-91	15-33-91
3-34-1	9-34-1
3-34-15	15-34-15
3-34-15	9-34-15
3-34-16	15-34-16
3-34-17	15-34-17
